,class,gt_id,start,end
0,root--void,{0},1,20
1,root--bkg,{},1,20
2,root--obstacle,{},1,20
3,root--obstacle--static,{},1,20
4,root--obstacle--dynamic,{},1,20
5,root--bkg--flat,{},1,20
6,root--bkg--non-drivable,{},1,20
7,root--bkg--non-drivable--nature,{},1,20
8,root--obstacle--static--construction,{},1,20
9,root--obstacle--static--object,{},1,20
10,root--obstacle--static--construction--concrete,{},1,20
11,root--obstacle--static--object--traffic,{},1,20
12,root--bkg--flat--road,{7},1,20
13,root--bkg--flat--sidewalk,{8},1,20
14,root--obstacle--static--construction--concrete--building,{11},1,20
15,root--obstacle--static--construction--concrete--wall,{12},1,20
16,root--obstacle--static--construction--fence,{13},1,20
17,root--obstacle--static--object--pole,{17},1,20
18,root--obstacle--static--object--traffic--traffic-light,{19},1,20
19,root--obstacle--static--object--traffic--traffic-sign,{20},1,20
20,root--bkg--non-drivable--nature--vegetation,{21},1,20
21,root--bkg--non-drivable--nature--terrain,{22},1,20
22,root--bkg--non-drivable--sky,{23},2,20
23,root--obstacle--dynamic--human,{},3,20
24,root--obstacle--dynamic--human--person,{24},3,20
25,root--obstacle--dynamic--human--rider,{25},4,20
26,root--obstacle--dynamic--vehicle,{},5,20
27,root--obstacle--dynamic--vehicle--four-wheeled,{},5,20
28,root--obstacle--dynamic--vehicle--four-wheeled--car,{26},5,20
29,root--obstacle--dynamic--vehicle--four-wheeled--commercial,{},6,20
30,root--obstacle--dynamic--vehicle--four-wheeled--commercial--truck,{27},6,20
31,root--obstacle--dynamic--vehicle--four-wheeled--commercial--bus,{28},7,20
32,root--obstacle--dynamic--vehicle--train,{31},8,20
33,root--obstacle--dynamic--vehicle--two-wheeled,{},9,20
34,root--obstacle--dynamic--vehicle--two-wheeled--motorcycle,{32},9,20
35,root--obstacle--dynamic--vehicle--two-wheeled--bicycle,{33},10,20
255,ignore,"{-1, 1, 2, 3, 4, 5, 6, 9, 10, 14, 15, 16, 18, 29, 30}",0,20
